CUST_ID,CUST_CODE,AGE,GENDER,YRS_W_CLUB,IS_MEMBER,IS_HRS_OWNER,MAJOR_CHANNEL,MTG_NUM,INV,INV_SEG1,INV_SEG2,INV_SEG3,DIV,RR,END_BAL,RECHARGE_TIMES,WITHDRAW_AMOUNT
508135,75,51,M,13,0,0,TEL,81,215840,63360,75760,76720,135966.1,0.63318245,2625.4,50,8000
508174,95,50,M,24,0,0,TEL,61,80355,10390,28650,41315,67517,0.845834111,4,56,11200
508180,35,54,M,33,0,0,MULTI,83,667874,280869,270482,116523,501491.91,0.756734474,645.1,232,248193
508187,95,52,M,32,0,0,EWIN,79,88103,42114,29235,16754,60324.55,0.688722858,504.9,176,45977.5
508218,90,46,M,4,0,0,AOSBS,83,21780,8480,8710,4590,13205.34,0.616407713,100.7,92,2300
508271,95,62,M,34,0,0,IOSBS,81,17240,6050,5350,5840,5388.5,0.318184455,468.3,0,0
508278,35,53,M,29,0,0,TEL,83,303086,75416,93942,133728,279952.57,0.925653346,7.9,274,228600
508296,85,34,F,3,0,0,EWIN,68,27493,9673,11490,6330,15063.75,0.554459317,411.9,60,8000
508329,60,63,M,22,0,0,TEL,77,38340,12280,15850,10210,29169.8,0.761862285,98,30,1500
508357,84,32,M,9,0,0,AOSBS,83,50620,18110,17230,15280,36152.57,0.73010806,703.3,79,1000
508394,95,57,M,31,0,0,AOSBS,82,12020,4290,3650,4080,8661.23,0.722232113,184,0,0
508398,95,77,F,32,0,0,TEL,76,15840,4360,3630,7850,12342.04,0.806568182,852,77,6000
508410,95,53,M,8,0,0,TEL,79,122540,34300,37210,51030,102965.7,0.8463008,1458.2,37,18000
508420,95,56,M,33,0,0,TEL,71,59903,20525,18750,20628,82255.57,1.382260822,493.1,28,38500
508438,84,43,M,9,0,0,MULTI,59,12560,3590,5130,3840,11137,0.903184713,2.1,115,8000
508447,35,36,M,17,0,0,AOSBS,68,101212,18758,50084,32370,66660.74,0.658624867,9.8,156,165636
508474,95,59,M,17,0,0,TEL,74,45250,19720,13610,11920,29072.83,0.649012818,1381.4,61,8200
508504,86,34,M,4,0,0,AOSBS,44,21550,7074,4310,10166,8526.24,0.397970302,18,45,7300
508512,84,26,M,8,0,0,AOSBS,47,33500,12090,12280,9130,17684.5,0.533567164,8.6,41,3500
508520,95,75,M,37,0,0,TEL,81,17210,5730,5180,6300,8380.79,0.490458454,180.4,69,1500
508563,95,64,M,1,0,0,TEL,57,13377,3312,5035,5030,16247.59,1.216834118,209.5,12,9000
508568,95,51,M,14,0,0,TEL,68,53516,29620,16016,7880,20713.76,0.392849989,5.4,69,2300
508578,75,45,M,24,0,0,AOSBS,83,113840,36104,42498,35238,79847.98,0.701932361,6.5,298,52735
508598,84,36,M,14,0,0,AOSBS,82,143016,48873,36465,57678,105351.74,0.742803183,4475.2,0,0
508643,84,33,M,7,0,0,IOSBS,68,58165,16732,17920,23513,29012.48,0.502922376,15.5,101,8000
508689,86,63,M,6,0,0,TEL,63,149491,48475,35979,65037,96762,0.650621108,4219,0,0
508701,95,61,M,5,0,0,TEL,79,81670,47680,14920,19070,55307.82,0.68333317,509.7,75,11880
508703,84,42,M,22,0,0,TEL,71,57472,15416,26236,15820,36676.1,0.64654684,1.5,117,42160
508708,84,41,M,19,0,0,IOSBS,76,45816,12088,18070,15658,29355.15,0.64333748,39,177,29133
508772,75,45,M,27,0,0,ESC,50,19748,4200,8970,6578,13489.19,0.684078894,8.7,187,4612
508818,60,62,M,8,0,0,ESC,83,101500,36880,29480,35140,60052.51,0.601487783,650.5,187,9400
508896,95,63,M,34,0,0,TEL,68,74440,19730,34240,20470,40338.4,0.542697474,0,0,0
508949,85,31,M,4,0,0,AOSBS,41,20239,10,11289,8950,94467.25,4.774220564,16489.8,8,53000
508967,95,54,M,15,0,0,AOSBS,70,42210,19790,12730,9690,40450.89,0.961878465,4.9,299,42540
508971,95,54,M,23,0,0,ESC,82,57560,19870,23230,14460,44735.99,0.780854587,55,160,27750
509032,84,37,M,14,0,0,TEL,76,18190,5220,4910,8060,38765.09,2.13973392,788.4,0,0
509048,95,78,M,37,0,0,EWIN,83,95837,43998,30162,21677,53008.85,0.557601448,27.9,301,25500
509072,95,57,M,11,0,0,TEL,44,85160,33090,31950,20120,77496,0.912000939,29.8,27,33000
509136,95,44,F,8,0,0,AOSBS,38,54140,14810,21190,18140,46050,0.85057259,9.9,59,62418
509236,84,39,M,15,0,0,IOSBS,69,63842,16497,31250,16095,49307.41,0.776329219,89.9,108,25214
509263,84,43,M,15,0,0,AOSBS,80,29350,8780,10550,10020,19567.9,0.670797274,9.3,86,3500
509273,95,70,M,11,0,0,TEL,83,46830,14200,15210,17420,37524.5,0.805135597,140,52,6000
509284,84,36,M,11,0,0,AOSBS,68,22520,4070,9220,9230,20159.68,0.913573712,125,95,9984.3
509288,84,23,M,5,0,0,IOSBS,63,31910,7264,10441,14205,22465.52,0.704027578,400.8,98,81300
509312,50,26,M,7,0,0,AOSBS,59,67184,10592,31356,25236,34587.32,0.518387116,8.8,171,39816
509359,95,55,M,31,0,0,EWIN,66,27000,13395,7275,6330,19163,0.713814815,830.9,0,0
509413,84,40,M,20,0,0,AOSBS,21,12680,3220,10,9460,8691,0.709069401,4.3,62,23900
509428,95,50,M,27,0,0,IOSBS,64,15720,3510,7740,4470,13384.3,0.853963104,4.2,0,0
509450,75,47,M,28,0,0,OTHERS,77,139930,55690,45450,38790,114927,0.822747088,0.6,167,63751
509476,84,40,M,14,0,0,AOSBS,74,34100,10230,15460,8410,21674.41,0.636199707,305.4,65,28800
509479,95,64,M,23,0,0,ESC,81,25910,9600,9600,6710,28440.5,1.101138557,212.4,150,24200
509553,95,67,M,33,0,0,TEL,44,30240,6800,17000,6440,17867.75,0.590864749,579.2,37,3300
509603,84,34,M,7,0,0,IOSBS,60,11470,3720,4430,3320,4997,0.450637315,1001.9,0,0
509614,95,51,M,30,0,0,AOSBS,83,15890,5510,5350,5030,9979,0.637444934,475.4,9,3500
509632,95,62,M,33,0,0,TEL,82,16380,4320,6470,5590,8558.01,0.52918254,1.8,0,0
509673,35,48,M,18,0,0,ESC,83,1239780,499570,434710,305500,907605.56,0.735328494,8.5,371,387500
509688,84,34,M,9,0,0,TEL,81,262514,79520,100480,82514,190645,0.727751663,13.5,120,15000
509689,90,54,F,2,0,0,TEL,83,11990,4150,4590,3250,4977.8,0.421834862,149,66,800
509745,95,46,M,24,0,0,EWIN,47,18900,2530,7680,8690,12579.5,0.666111111,1308,0,0
509755,95,61,F,4,0,0,ESC,26,15640,4840,4630,6170,12936.5,0.833535806,3303,0,0
509768,95,65,M,33,0,0,ESC,83,75840,21480,26960,27400,64351.93,0.851858254,252.6,150,35800
509782,95,66,M,16,0,0,TEL,79,24715,9059,8534,7122,17838.11,0.724180053,310,51,9000
509810,75,64,M,4,0,0,ESC,75,110090,38892,59608,11590,76927.73,0.708313471,81.5,75,23000
509827,90,54,M,3,0,0,TEL,82,51090,18440,15910,16740,43809,0.859444118,374,23,2000
509856,95,69,M,26,0,0,TEL,83,112270,38340,35930,38000,82962,0.745363855,1207,89,40500
509881,25,46,M,22,0,0,EWIN,82,1995670,316262,658558,1020850,1836553.5,0.928431805,37405.3,108,792300
509889,95,45,M,16,0,0,TEL,62,30086,10210,9534,10342,27700.88,0.923919099,6.3,77,17170
509901,85,31,M,10,0,0,AOSBS,55,58630,29880,24270,4480,75423.33,1.294035988,0,97,41686.2
509912,85,39,F,2,0,0,TEL,77,256116,66110,81712,108294,195471.74,0.765050758,66.5,212,116845
509914,90,48,M,1,0,0,TEL,26,22550,13500,9050,10,18877.5,0.83713969,9.5,13,2718
509917,75,69,M,20,0,0,TEL,83,82845,23615,32265,26965,56399.87,0.683443418,200,113,345890
509963,95,44,M,16,0,0,AOSBS,81,37444,7735,17421,12288,29673.31,0.796744739,1114.7,168,24200
509991,95,54,M,33,0,0,TEL,79,82131,43584,26730,11817,85302.67,1.044461531,38.2,115,150835
509996,95,59,M,1,0,0,TEL,30,19225,10,5490,13735,11880.51,0.630455657,385.1,0,0
510032,75,62,M,28,0,0,TEL,63,76102,20185,21393,34524,58607.56,0.777856955,158.6,130,17660
510053,75,64,M,5,0,0,TEL,73,257450,43730,101370,112350,238267,0.927508254,5577,39,82460
510091,55,42,M,14,0,0,IOSBS,83,91187,31580,32065,27542,54753.01,0.608913661,215.6,474,75900
510107,95,48,M,26,0,0,OTHERS,71,11928,4476,4542,2910,7581.25,0.635584339,219,20,2300
510138,55,47,M,13,0,0,IOSBS,78,217200,61250,64970,90980,166460.28,0.769476427,630.9,73,56513.3
510161,30,49,M,30,0,0,AOSBS,16,14656,10,900,13756,8648.65,0.591474481,135.9,6,1000
510167,95,45,M,12,0,0,EWIN,76,68835,14088,24113,30634,55066.55,0.804177381,120.5,0,0
510170,85,25,F,2,0,0,IOSBS,82,63790,24330,21175,18285,33048.95,0.523263051,0,117,7600
510191,75,69,M,15,0,0,OTHERS,83,103728,36558,34369,32801,75026.89,0.724653806,1442.9,117,22200
510244,84,28,M,9,0,0,AOSBS,82,43870,11410,17700,14760,33148,0.757875541,322.6,64,11300
510265,95,63,M,22,0,0,TEL,83,87230,34526,30708,21996,57567.88,0.662018572,19.6,108,4000
510312,75,55,M,31,0,0,IOSBS,82,102206,23956,39770,38480,67936.66,0.67096511,779.9,78,19000
510339,95,64,M,24,0,0,OTHERS,81,52690,17670,17940,17080,43557.66,0.832903018,8.9,99,9300
510353,84,38,F,4,0,0,ESC,82,143775,43285,44630,55860,117245,0.822222222,36.7,106,48000
510440,84,28,M,8,0,0,AOSBS,65,22140,6650,6930,8560,10080.85,0.458032972,6.3,60,2100
510509,84,40,M,7,0,0,IOSBS,60,49895,2484,23820,23591,25691.97,0.524892875,28.2,20,26300
510515,75,47,M,26,0,0,TEL,79,96307,30372,28770,37165,62629.81,0.654467588,0.1,156,21200
510544,95,48,M,17,0,0,EWIN,81,37900,13120,14500,10280,24723.5,0.657612137,3.4,0,0
510555,75,47,M,18,0,0,AOSBS,77,215300,164770,29190,21340,167929,0.779976777,1862.1,43,20000
510565,95,54,M,28,0,0,ESC,78,49804,14353,24346,11105,41491.01,0.843747691,16.6,112,20600
510574,75,44,M,21,0,0,AOSBS,83,72674,23090,23704,25880,59854.05,0.826940171,602.5,85,20500
510611,75,55,M,24,0,0,AOSBS,83,177466,65714,62132,49620,106363.46,0.602670145,1007.8,139,43451
510613,95,67,M,13,0,0,TEL,73,18928,5400,6380,7148,19854.68,1.073260778,1024,16,10000
510649,95,49,M,23,0,0,AOSBS,69,17038,2270,6410,8358,13070.75,0.770674375,42.9,0,0
510663,84,25,M,7,0,0,TEL,42,26270,12760,2030,11480,19731.21,0.752615531,0,90,14953.3
510755,95,50,M,14,0,0,AOSBS,83,55870,17400,20030,18440,43114.15,0.776698586,872.8,82,17100
510769,95,47,M,21,0,0,TEL,75,41252,14672,11922,14658,17582.7,0.427681082,103.4,55,2000
510838,95,50,M,24,0,0,ESC,76,12450,3430,5780,3240,7396.75,0.59813253,7.1,150,4550
510876,75,66,M,34,0,0,ESC,82,94300,29720,31430,33150,76796.02,0.824904772,384.5,111,34749.3
510903,84,29,M,9,0,0,AOSBS,77,90570,58630,22900,9040,53754.63,0.600536933,1130.2,0,0
510910,95,51,M,26,0,0,AOSBS,82,17410,3930,5970,7510,30772.54,1.770392878,253.6,20,22000
510923,85,23,M,4,0,0,AOSBS,75,36525,10815,12940,12770,24399.88,0.669017933,600.8,67,5900
510939,55,47,M,11,0,0,TEL,69,158220,29100,84000,45120,124862.68,0.793367969,1307.5,137,29500
510941,85,37,F,2,0,0,EWIN,79,22570,4264,7396,10910,11259.36,0.507725299,138.1,125,16850
510971,50,45,M,26,0,0,OTHERS,82,197724,96469,51494,49761,134516.95,0.683842528,472.2,143,59628
511006,75,57,M,9,0,0,TEL,80,61660,19400,19770,22490,50007.73,0.817024489,513.2,0,0
511012,95,68,M,37,0,0,ESC,83,20660,7630,6880,6150,19439.5,0.944312682,1638.5,12,2500
511013,95,57,M,10,0,0,TEL,42,27042,22142,600,4300,16319.68,0.604973005,3,0,0
511025,84,41,M,21,0,0,EWIN,78,120826,19286,44906,56634,121608.55,1.009290633,1703,63,61400
511092,75,51,M,15,0,0,TEL,24,35340,11240,20750,3350,26864.5,0.760172609,4.7,43,125820
511148,84,41,M,20,0,0,AOSBS,70,137838,42882,50843,44113,80664.14,0.589816596,96.8,46,15000
511173,95,58,F,29,0,0,ESC,76,12540,3660,4700,4180,11705.5,0.935845295,38.5,117,2400
511178,95,48,M,17,0,0,TEL,69,17030,4080,7210,5740,20328.81,1.197816207,1224.2,26,5000
511191,95,63,M,33,0,0,OTHERS,78,74456,26092,28574,19790,55014.51,0.741807376,806.1,108,800
511193,90,46,M,3,0,0,TEL,48,49170,15980,16500,16690,31736,0.653976002,87,32,68600
511220,55,43,M,14,0,0,AOSBS,75,110900,25430,42850,42620,62689.68,0.579390712,39.3,99,28860
511237,55,45,M,9,0,0,AOSBS,77,125886,25705,31028,69153,123991.68,0.987605294,1213.2,204,138160
511244,75,49,M,31,0,0,TEL,35,10270,5810,3100,1360,13555,1.3218111,7.8,134,30000
511285,95,56,M,38,0,0,ESC,83,34320,12550,11690,10080,25916.7,0.757188228,96.7,0,0
511344,95,57,M,33,0,0,IOSBS,76,24110,5590,9140,9380,18601.21,0.805732476,651.2,0,0
511364,70,59,M,11,0,0,TEL,29,10760,9430,1330,10,7030.48,0.655249071,8.6,31,4100
511443,95,46,M,20,0,0,MULTI,79,22830,8740,8580,5510,15455.43,0.678293035,7.6,187,24970
511519,35,59,M,28,0,0,EWIN,61,83346,10353,21840,51153,66149,0.795947016,196.7,118,38500
511590,95,54,M,28,0,0,TEL,73,13470,4660,3600,5210,5211,0.392798812,495.2,0,0
511617,95,54,F,16,0,0,TEL,81,95080,36724,27763,30593,53674.3,0.574170488,58.5,0,0
511640,84,43,M,8,0,0,AOSBS,76,33092,4860,8281,19951,18422.31,0.559313731,490,62,5500
511674,90,48,M,4,0,0,TEL,82,53860,15610,18970,19280,55043.63,1.02995971,4551.5,5,18000
511719,75,65,M,33,0,0,OTHERS,82,249627,87420,91532,70675,137161.26,0.553671117,22,348,144694
511724,50,42,M,23,0,0,IOSBS,68,103715,19050,15935,68730,82496.25,0.796666345,13.3,0,0
511733,95,47,M,11,0,0,TEL,80,21010,5440,9090,6480,10861.67,0.523044741,128,191,11300
511822,75,46,M,26,0,0,AOSBS,78,43311,15367,17722,10222,39704.38,0.925069613,266.2,233,87590
511858,90,49,M,10,0,0,TEL,62,23130,6850,9880,6400,12885.8,0.56488543,0.2,0,0
511954,90,56,F,3,0,0,AOSBS,54,33612,14686,8396,10530,26414.23,0.785857134,3167.1,40,10000
511969,95,71,M,33,0,0,TEL,61,27510,9310,8990,9210,19144.9,0.701377681,767.2,0,0
512018,85,24,M,2,0,0,ESC,24,137450,10,31150,106300,125962.5,0.916424154,10411,12,41000
512019,95,50,M,18,0,0,AOSBS,60,22400,5430,7580,9390,13550.5,0.609397321,116.1,127,9575
512124,85,42,F,3,0,0,ESC,51,29760,3910,17720,8130,19040.04,0.642138441,15.9,53,10450
512218,95,54,M,22,0,0,TEL,38,31500,7430,8200,15870,11718.04,0.375175873,46.9,0,0
512231,95,74,M,9,0,0,ESC,74,15550,4230,6020,5300,1230,0.098392283,759,0,0
512238,75,85,M,33,0,0,ESC,79,105802,54710,37459,13633,126537.49,1.202073118,275,129,91600
512263,95,56,M,22,0,0,TEL,33,15810,5140,6270,4400,3204,0.202656546,1001.1,0,0
512293,75,52,M,9,0,0,TEL,65,31576,14890,6466,10220,22204.88,0.708287307,14,0,0
512300,75,60,M,23,0,0,TEL,48,196230,55300,121730,19200,108130,0.552056261,8083.3,0,0
512334,95,78,F,19,0,0,OTHERS,67,16020,3420,6280,6320,7648.13,0.482405119,12,0,0
512355,95,53,M,21,0,0,EWIN,74,30420,10050,9710,10660,19295.5,0.651397107,261.9,0,0
512360,85,26,M,2,0,0,AOSBS,60,12510,3860,2350,6300,9335.5,0.758233413,401.7,28,1640
512409,90,49,M,1,0,0,TEL,28,23880,10,2170,21710,25546,1.071859296,1751,8,6000
512460,95,56,M,15,0,0,TEL,83,54740,18470,21750,14520,32718,0.602082572,224.7,154,20000
512523,84,39,M,7,0,0,ESC,57,39634,6920,16964,15750,40190.7,1.025147601,1.9,117,24020
512575,95,64,M,5,0,0,ESC,80,19270,8820,4660,5790,13342.38,0.693948106,28.5,37,500
512582,95,52,M,32,0,0,TEL,27,24150,410,1480,22260,17686.21,0.746840994,176.7,0,0
512584,75,46,M,24,0,0,EWIN,83,231836,67087,91346,73403,302117.88,1.312039028,661,168,199000
512605,55,75,M,12,0,0,ESC,83,385631,117585,129404,138642,265259.99,0.697887333,3184,65,49000
512615,95,54,M,20,0,0,EWIN,81,59050,16340,20040,22670,42090.5,0.716858594,578.8,0,0
512629,95,57,M,24,0,0,ESC,63,24740,10320,4250,10170,22347.35,0.915010105,621,30,3300
512643,84,43,M,21,0,0,AOSBS,82,164434,62951,51210,50273,75787.16,0.464892966,308.1,150,13000
512664,95,52,M,23,0,0,TEL,74,18670,3770,8100,6800,18392.5,0.985136583,161.5,52,8120
512736,75,48,M,26,0,0,TEL,33,107716,60830,44706,2180,89105,0.827221583,5.3,104,68231
512743,84,31,M,10,0,0,AOSBS,65,18330,3440,7330,7560,21021.5,1.147926896,3,26,12500
512777,75,59,M,20,0,0,TEL,83,91460,25830,34740,30890,66679.14,0.73801815,2076.8,181,38500
512785,95,65,M,30,0,0,TEL,74,62410,16570,22510,23330,46232.5,0.744792501,334.8,60,12500
512786,75,55,F,9,0,0,EWIN,69,34840,10070,12230,12540,31011.16,0.892972445,3158,50,10500
512802,75,60,M,28,0,0,AOSBS,83,154811,32806,39468,82537,105805.35,0.687518006,5741,17,11000
512885,95,47,M,17,0,0,AOSBS,51,21360,5680,7020,8660,17262,0.809550562,4.6,147,12600
512907,95,63,M,24,0,0,TEL,76,26500,10440,9350,6710,18542.85,0.706145283,2.7,86,13100
512941,95,67,M,29,0,0,TEL,81,15880,4350,6880,4650,9813.95,0.622414987,204.5,48,500
512944,85,35,M,16,0,0,IOSBS,81,78430,22510,26100,29820,55009.65,0.705771388,4.8,242,19400
512946,84,39,F,14,0,0,AOSBS,66,113037,47500,47643,17894,54901.48,0.492913648,8.2,299,52300
513031,90,44,F,6,0,0,TEL,25,33176,20610,12060,506,21638,0.652821317,18.2,0,0
513038,84,42,M,19,0,0,TEL,77,34310,14890,11740,7680,24495.33,0.713941416,198.6,40,7600
513096,84,38,M,18,0,0,EWIN,71,137140,55220,51470,30450,108884.75,0.796665816,0.1,455,181774
513119,95,64,M,1,0,0,TEL,68,28660,3070,14000,11590,31003.98,1.097975576,16.5,42,9000
513180,95,57,M,15,0,0,TEL,78,48029,13862,14600,19567,18488.36,0.393269899,55.3,0,0
513198,85,27,F,2,0,0,EWIN,68,36088,22228,8966,4894,331671.03,9.19649274,0,45,310000
513226,85,37,M,15,0,0,ESC,6,13980,10,7700,6280,6835,0.513948498,746,18,2000
513236,95,52,M,18,0,0,TEL,76,40010,15120,11750,13140,32085.63,0.805939265,560.2,17,3000
513348,95,69,M,1,0,0,AOSBS,40,33140,10,16920,16220,25552.01,0.794055824,668,26,6350
513357,55,42,M,19,0,0,ESC,15,12659,1848,1503,9308,4498.33,0.382283751,7,46,2700
513382,85,40,F,3,0,0,TEL,83,13120,3990,4080,5050,8210.47,0.63341997,118,0,0
513467,90,47,F,4,0,0,ESC,68,11200,3620,3150,4430,8561.28,0.775114286,380.5,76,4600
513511,31,48,M,22,1,1,IOSBS,82,1711460,192990,580350,938120,1762127,1.031941734,53555.7,47,247100
513559,84,41,M,20,0,0,AOSBS,68,179730,59380,58160,62190,164172.5,0.917111779,2009.7,74,123968.5
513564,95,54,M,27,0,0,AOSBS,27,41582,15554,9868,16160,36301.1,0.873000337,36.5,22,17603.5
513572,75,64,M,29,0,0,TEL,83,50780,16450,14080,20250,46100.55,0.90903013,284.6,172,90190
513617,85,25,M,3,0,0,AOSBS,71,48856,6030,21796,21030,33811.32,0.694097347,9.5,135,15887.2
513641,84,37,M,18,0,0,IOSBS,23,12650,10,1230,11420,8857.56,0.700202372,3.9,20,3500
513671,35,42,M,16,0,0,IOSBS,79,251010,55260,83740,112010,192705.44,0.767919366,837.4,431,504159
513706,70,53,M,13,0,0,EWIN,53,23303,3570,7915,11818,21381,0.917735914,1650.8,43,1500
513714,95,56,M,32,0,0,OTHERS,49,13790,4070,3530,6190,4077.65,0.31019942,30.7,0,0
513716,50,50,F,22,0,0,TEL,83,209801,59627,76230,73944,129587.57,0.622697556,346.8,277,91820
513767,95,70,M,33,0,0,TEL,66,12890,5140,4040,3710,7507.38,0.582418929,506.3,0,0
513781,95,61,M,33,0,0,ESC,55,40160,340,20940,18880,21074.16,0.528241036,730.2,0,0
513786,55,57,M,21,0,0,AOSBS,77,248132,59970,76751,111411,193103.45,0.779377307,314.3,140,133410
513868,55,52,M,13,0,0,AOSBS,83,825126,295070,370584,159472,662746.8,0.80611543,2708.5,186,252000
513875,95,53,M,8,0,0,AOSBS,51,35440,22690,9330,3420,26863.5,0.760538939,1.5,65,86980
513920,62,63,M,38,1,0,IOSBS,65,78224,15340,48214,14670,64129.56,0.831299345,82.3,33,6000
513958,95,50,M,30,0,0,AOSBS,78,320521,84640,67610,168271,327773.25,1.031611813,6.5,202,206800
513959,95,55,M,20,0,0,TEL,83,19200,6920,5920,6360,16196.5,0.848776042,572.6,0,0
513960,95,49,M,14,0,0,AOSBS,76,31560,14230,10250,7080,29841.03,0.945850127,433,38,10600
513965,95,80,M,6,0,0,TEL,81,13900,4580,4840,4480,6517.81,0.473943165,202.5,0,0
513997,95,54,M,6,0,0,TEL,79,68485,24215,24230,20040,58154.33,0.851490545,496.4,0,0
514001,85,41,M,21,0,0,EWIN,31,12995,5520,4220,3255,7971,0.614159292,0.3,29,4232
514004,90,52,M,26,0,0,EWIN,64,54210,29950,6960,17300,34736.25,0.640956466,233.2,0,0
514038,95,61,M,14,0,0,AOSBS,53,25210,9770,7010,8430,13983.35,0.554674732,7.2,52,8440
514210,75,45,M,13,0,0,AOSBS,82,110935,36800,37690,36445,67682.5,0.61533781,3.6,234,30800
514231,84,37,M,13,0,0,IOSBS,66,34080,15720,10400,7960,17953.6,0.532676056,306.3,28,23500
514281,55,50,M,7,0,0,AOSBS,33,96815,10,8726,88089,97121.19,1.013181738,56,48,36000
514287,84,28,M,10,0,0,AOSBS,12,15270,11510,120,3640,11139.36,0.729493124,507.7,17,1700
514330,95,55,M,25,0,0,MULTI,82,43000,15010,17030,10960,30860.17,0.723601395,0,100,15857.5
514345,95,65,M,27,0,0,TEL,66,25891,9146,7985,8760,17850.84,0.690285427,559.3,0,0
514392,95,66,M,14,0,0,ESC,81,26673,10176,7855,8642,14722.9,0.558726053,368,152,1820
514396,84,39,M,13,0,0,AOSBS,83,15390,6470,4710,4210,11975.45,0.778131904,15074.2,50,21618
514397,84,24,M,6,0,0,IOSBS,83,30342,8464,8596,13282,19985.87,0.666629425,698.4,148,52800
514425,95,66,M,26,0,0,OTHERS,80,22980,7430,7590,7960,16002.7,0.700291558,3138.9,15,3800
514437,30,49,M,20,0,0,ESC,69,91025,14065,40485,36475,34370.93,0.392265092,1.3,204,13900
514468,95,63,M,33,0,0,ESC,83,36700,12730,12840,11130,14230.4,0.392108992,2.7,172,7315
514595,84,42,M,21,0,0,EWIN,82,14430,4030,4610,5790,9162.95,0.636379071,158.8,0,0
514645,95,46,M,26,0,0,AOSBS,78,40936,11808,19504,9624,31931.93,0.782243746,218,157,46513
514653,84,41,F,6,0,0,TEL,74,21420,8840,6540,6040,13346.38,0.625414566,6,96,3200
514691,95,66,M,10,0,0,TEL,80,69020,21800,14300,32920,57314.1,0.83967111,2552.5,0,0
514716,84,42,M,16,0,0,TEL,47,36690,9430,13270,13990,28436,0.778032161,647.4,112,16598
514731,90,56,F,4,0,0,TEL,80,29680,12250,8220,9210,22774.17,0.779520553,287.5,28,2640
514764,95,44,M,18,0,0,TEL,83,12685,4270,4255,4160,5435.35,0.433945605,160,72,2245.9
514776,95,66,M,4,0,0,TEL,63,26290,5020,9650,11620,22620.88,0.862338532,2909,0,0
514821,95,66,M,27,0,0,TEL,65,59640,7470,24690,27480,38398.88,0.644682763,2434.8,19,5000
514838,75,68,M,37,0,0,ESC,82,101465,38225,36090,27150,79929.05,0.790509535,6.1,214,43919.5
514914,75,62,M,32,0,0,TEL,78,107993,37598,39866,30529,86523.95,0.803792375,0,239,61390.3
514926,84,40,M,7,0,0,OTHERS,83,20545,7414,7589,5542,14246.61,0.69888586,17,270,21650
514966,95,53,M,11,0,0,AOSBS,75,41960,11840,14230,15890,40684.5,0.974368446,265,29,9700
514982,84,36,F,9,0,0,IOSBS,59,10100,5380,3120,1600,3496.25,0.346163366,8.3,0,0
514995,75,46,M,17,0,0,TEL,82,118466,46820,42166,29480,51079.31,0.439588658,44.1,0,0
515009,84,39,M,13,0,0,AOSBS,80,45940,16040,15710,14190,25601.8,0.559029168,194,66,7200
515045,75,49,M,23,0,0,TEL,83,64140,21100,19980,23060,63290.18,0.994078266,372.3,150,70650
515062,95,58,M,31,0,0,TEL,82,26480,7360,9510,9610,15431.5,0.58880287,9.9,67,3600
515099,75,53,M,15,0,0,OTHERS,82,334319,75943,131059,127317,274727.15,0.827285168,93,210,78100
515127,95,47,F,7,0,0,TEL,67,16739,5759,7660,3320,11996.47,0.721457076,126.6,0,0
515170,22,59,F,27,1,0,OTHERS,81,3672043,1017166,1323453,1331424,3021080.21,0.824549225,48333,227,2741800
515269,95,68,M,5,0,0,TEL,46,28173,15341,9726,3106,28974.85,1.029171547,12,38,21368.5
515286,84,25,M,5,0,0,EWIN,67,23978,8660,3948,11370,16787.37,0.702617816,331,31,1343
515306,95,53,M,29,0,0,TEL,71,18650,4440,5060,9150,25365,1.371313673,22.3,66,15300
515350,84,43,M,12,0,0,TEL,82,66822,22795,22045,21982,31534.05,0.478346203,1007,77,3500
515403,50,42,M,15,0,0,AOSBS,70,34430,15890,11060,7480,16523,0.480772582,1.9,112,15500
515412,75,67,M,13,0,0,TEL,76,14410,4030,3630,6750,9470.48,0.661379598,806.1,53,9600
515496,95,54,F,16,0,0,TEL,77,104470,26240,41440,36790,76852.56,0.737556811,854.9,42,14500
515555,95,62,M,32,0,0,TEL,80,23055,5550,8625,8880,13522.43,0.596505313,29.5,40,3000
515594,95,56,M,32,0,0,TEL,82,31329,11070,10072,10187,63441.9,2.045274346,55.5,82,53750
515644,75,52,M,11,0,0,AOSBS,73,160190,81120,38890,40180,113448.98,0.709089082,3,57,6000
515645,85,39,M,11,0,0,TEL,15,79650,10,49850,29800,72081.93,0.928053107,7.5,18,57420
515646,95,56,M,13,0,0,TEL,50,24080,6610,8530,8940,15575.9,0.65535299,637.1,30,1600
515661,95,51,M,32,0,0,IOSBS,68,11240,3240,4590,3410,5056.73,0.454735765,166.2,0,0
515702,95,57,M,8,0,0,OTHERS,72,47048,17463,19605,9980,16743.5,0.360302245,7.5,64,2400
515708,95,58,M,21,0,0,TEL,65,18090,4180,5660,8250,12674.3,0.701730238,7.4,37,4000
515728,95,55,M,4,0,0,TEL,83,137810,41920,51670,44220,124586,0.909338945,545,27,15000
515731,30,38,M,15,0,0,AOSBS,81,102251,48022,19225,35004,56558.64,0.558407546,801.8,183,18800
515782,95,61,M,9,0,0,ESC,82,22750,7340,8630,6780,24566.8,1.081178022,175.7,277,21390
515784,95,62,M,23,0,0,TEL,72,128325,43267,38515,46543,107269,0.841059809,3348.2,52,33000
