CUST_ID,AGE,GENDER,YRS_W_CLUB,IS_MEMBER,IS_HRS_OWNER,MAJOR_CHANNEL,MTG_NUM,INV,INV_SEG1,INV_SEG2,INV_SEG3,DIV,RR,END_BAL,RECHARGE_TIMES,WITHDRAW_AMOUNT
493842,64,M,30,0,0,TEL,80,78230,27380,25340,25510,50091.8,0.643766,3.4,108,33000
493861,60,M,14,0,0,EWIN,74,15980,5900,4020,6060,16235.5,1.021,33.3,82,14100
493865,58,M,7,0,0,TEL,73,114391,35650,49007,29734,79807,0.704663,572.4,217,30000
493871,62,M,33,0,0,TEL,75,124930,18740,54620,51570,78306.7,0.627445,1106.9,102,14000
493875,53,F,10,0,0,TEL,55,17160,2200,6880,8080,19828.5,1.16833,348.5,31,11000
493897,55,M,14,0,0,ESC,70,30033,17465,6635,5933,11408.9,0.383874,899,0,0
493920,36,M,9,0,0,AOSBS,70,191233,42345,64710,84178,146421,0.770481,100.5,125,67880
493925,58,M,23,0,0,OTHERS,67,16340,4420,5530,6390,14999,0.924663,2.3,38,4300
493968,45,M,23,0,0,IOSBS,43,22230,7240,6120,8870,19346.1,0.875669,348.6,50,20400
493975,53,M,23,0,0,EWIN,80,56900,38890,7580,10430,45519.7,0.80351,1.5,240,406200
493977,61,M,31,0,0,IOSBS,72,25708,8430,8100,9178,16561.2,0.64965,308.5,0,0
494019,48,M,14,0,0,TEL,75,289892,87582,114980,87330,289493,1.00763,32.2,99,166300
494087,62,M,39,0,0,OTHERS,64,18908,6544,4230,8134,23626.8,1.24957,3999.8,0,0
494110,35,F,13,0,0,EWIN,80,20300,7350,6340,6610,12400.8,0.613833,367.4,25,3500
494146,53,M,28,0,0,TEL,55,56610,18530,13370,24710,29676.5,0.53306,4428,0,0
494155,39,M,13,0,0,AOSBS,64,26575,9085,8810,8680,11374.2,0.428758,9.5,187,9800
494226,65,F,5,0,0,TEL,75,22400,6220,9000,7180,16952,0.764375,1366,27,12700
494255,36,M,18,0,0,IOSBS,83,136802,35179,61235,40388,99838.1,0.732896,91.7,38,15616
494272,57,M,4,0,0,EWIN,63,58855,13280,23545,22030,48102.5,0.820023,5.9,38,29000
494311,37,M,18,0,0,EWIN,81,76932,30756,25604,20572,64992.3,0.84822,2.2,69,24000
494327,44,M,23,0,0,TEL,15,42180,26980,10100,5100,17910,0.424609,5,0,0
494337,37,M,19,0,0,AOSBS,57,40460,4750,20800,14910,13694.8,0.343914,33,30,16737.4
494344,36,M,14,0,0,IOSBS,70,49601,19091,15229,15281,29696.6,0.599119,746.3,116,25025
494360,47,F,9,0,0,EWIN,69,38560,16500,10190,11870,36945.4,0.968803,1210.6,45,18000
494363,59,F,11,0,0,AOSBS,82,33220,10010,12090,11120,34056.4,1.0309,853.7,3,2000
494366,60,M,28,0,0,TEL,42,32450,15350,11750,5350,16385.8,0.508652,2.5,99,17200
494395,63,M,17,0,0,TEL,65,28400,11610,9530,7260,18806,0.662182,1.4,86,2600
494397,67,M,30,0,0,OTHERS,83,36476,9210,11765,15501,22309,0.642285,1859.9,23,13000
494416,62,M,32,0,0,AOSBS,79,129940,43310,19360,67270,90096.7,0.694757,878.4,62,53390
494449,36,M,12,0,0,AOSBS,43,25898,11698,4390,9810,20125,0.779404,0,55,10313.9
494480,49,M,31,0,0,AOSBS,77,80500,15970,28920,35610,49844.3,0.619681,1531.2,0,0
494499,69,M,11,0,0,TEL,80,53760,15530,21710,16520,31530.5,0.597852,525.5,0,0
494689,31,M,10,0,0,AOSBS,82,17230,6330,5360,5540,14036.4,0.81523,558.3,98,7900
494522,53,M,22,0,0,TEL,20,14990,9590,3300,2100,795,0.0530354,10.7,15,2000
494549,36,F,14,0,0,AOSBS,80,25760,9060,8380,8320,18519.3,0.723186,307,78,9100
494563,54,M,19,0,0,ESC,80,124241,33335,46396,44510,87702.2,0.710315,31,350,59700
494578,41,M,5,0,0,TEL,83,43700,14515,14220,14965,21003.6,0.483606,821,0,0
494583,54,M,27,0,0,IOSBS,83,353430,131436,103375,118619,167134,0.479584,66.7,74,66500
494588,63,M,39,0,0,TEL,49,33810,3750,10190,19870,31307,0.929518,115.7,23,12750
494612,53,M,23,0,0,TEL,72,60620,19650,25200,15770,40424.8,0.670715,608.4,35,32300
494640,68,M,30,0,0,TEL,79,31770,11960,11100,8710,24438.4,0.773951,203.7,40,4300
494682,62,M,15,0,0,EWIN,80,19000,5970,6380,6650,7470.1,0.406874,233.3,40,500
494692,51,M,5,0,0,ESC,83,50080,19350,15020,15710,30924.2,0.619493,616,80,7469.5
494760,36,M,1,0,0,TEL,38,198851,4170,156005,38676,176344,0.896674,33.5,6,2000
494771,45,M,6,0,0,AOSBS,83,39520,11420,13160,14940,30050.9,0.763939,159.5,78,18200
494777,61,M,24,0,0,TEL,65,24247,6710,7817,9720,14596,0.603621,113,0,0
494802,53,M,32,0,0,TEL,75,104280,29040,49220,26020,84944.6,0.819185,1871.5,52,17000
494808,41,M,9,0,0,AOSBS,40,12240,3600,5280,3360,11492.5,0.93893,0.9,61,73431
494861,38,M,9,0,0,EWIN,83,48060,15260,15670,17130,54133.6,1.13303,1567.2,27,10000
495221,27,M,6,0,0,AOSBS,82,53260,14340,21460,17460,36099.8,0.682122,176.1,49,1400
494867,27,M,5,0,0,MULTI,69,121490,34970,62110,24410,109481,0.902795,1.1,194,118700
494897,63,M,4,0,0,TEL,71,33220,12860,9820,10540,25883.4,0.793601,8.7,74,18720
494908,68,M,38,0,0,TEL,46,24650,19800,3010,1840,20811,0.845882,22,19,10148.5
494958,40,M,19,0,0,IOSBS,82,80781,24508,29847,26426,53380.7,0.665351,1506.4,121,33300
494975,77,F,29,0,0,TEL,77,23040,4600,7750,10690,15928.2,0.698965,747.2,26,1600
495010,46,M,21,0,0,MULTI,28,17268,11600,2788,2880,14697,0.851112,2104,204,73703
495073,55,M,30,0,0,AOSBS,82,43788,14862,14798,14128,30882,0.707774,713.2,98,24100
495161,44,M,24,0,0,AOSBS,75,39606,13170,14936,11500,27312.3,0.696923,0.8,36,10900
495266,27,M,8,0,0,IOSBS,79,39110,10900,13760,14450,26047.7,0.674449,106.2,93,8300
495270,40,M,21,0,0,ESC,72,81785,31170,27715,22900,89221.2,1.09239,841.6,401,63552.4
495305,59,M,6,0,0,TEL,31,23270,14800,5610,2860,25615.1,1.10293,812.9,2,2000
495321,48,F,15,0,0,AOSBS,82,133717,42886,50274,40557,109262,0.821187,82.2,107,35600
495322,46,M,24,0,0,EWIN,56,64850,23040,33890,7920,48375.5,0.749044,79.4,36,58700
495332,35,M,6,0,0,AOSBS,81,48128,12875,13055,22198,29616.9,0.631887,989.2,54,5000
495379,36,M,9,0,0,AOSBS,52,114636,16810,63310,34516,54201,0.480922,2123,47,7400
495386,37,M,19,0,0,AOSBS,83,257223,85803,90928,80492,190205,0.743842,39.9,231,62000
495389,38,M,10,0,0,TEL,20,74975,36645,3760,34570,82361,1.09851,31.5,0,0
495464,62,M,33,0,0,TEL,81,43275,15820,13580,13875,33886.5,0.789752,142.6,49,15000
495496,62,M,19,0,0,EWIN,83,79984,27026,27850,25108,41510.5,0.520735,930.5,50,3000
495540,69,M,36,0,0,EWIN,71,17860,6300,5480,6080,6387.5,0.363774,314,80,10600
495543,48,M,29,0,0,TEL,43,83718,33028,34430,16260,59419,0.710588,23.6,54,26100
495589,41,M,19,0,0,IOSBS,65,294350,58390,103320,132640,193821,0.659828,0,405,639037
495629,43,M,12,0,0,AOSBS,79,26570,5686,7594,13290,34329.1,1.30144,1470,34,20000
495635,54,M,10,0,0,TEL,81,19481,5770,6520,7191,11444.9,0.591084,409.5,0,0
495670,52,M,27,0,0,EWIN,79,52139,17836,24713,9590,36667.6,0.703266,579.7,35,70510
495689,28,M,8,0,0,IOSBS,53,31190,4520,12630,14040,21187,0.695319,2.7,203,37675.5
495693,46,M,12,0,0,EWIN,75,139387,66635,42712,30040,108763,0.78596,2.8,67,33900
495707,52,M,32,0,0,ESC,67,13480,3430,4210,5840,19560.7,1.45514,7.9,149,12600
495754,44,M,12,0,0,EWIN,82,51576,20906,13980,16690,32271.5,0.627259,42.9,43,11180
495759,32,F,12,0,0,TEL,59,17700,3500,8090,6110,6882.85,0.391686,41.1,147,40703
495777,37,F,10,0,0,EWIN,70,16080,4730,4910,6440,10075,0.638993,382.5,43,24243
495791,39,M,19,0,0,AOSBS,49,130150,20300,85830,24020,108530,0.835955,498.6,117,47830
495795,62,M,29,0,0,EWIN,81,141490,45240,45900,50350,121006,0.860884,888.5,113,61900
495905,48,M,14,0,0,TEL,60,78445,26550,19405,32490,56778.9,0.734513,105,28,13000
495921,46,F,4,0,0,TEL,79,347757,142232,107188,98337,367204,1.06017,3.8,98,104000
495933,61,M,24,0,0,ESC,74,19270,6670,5690,6910,33132.3,1.72612,26,47,20500
495946,50,M,18,0,0,TEL,82,59320,22600,17350,19370,34094.9,0.577122,324.1,251,21700
495972,50,M,18,0,0,EWIN,83,162954,51254,54744,56956,131948,0.811199,3000.8,318,331467
495987,45,M,6,0,0,ESC,32,37745,25205,10175,2365,23658.2,0.626791,917.5,30,9400
496047,41,M,7,0,0,EWIN,78,48496,13097,16421,18978,28624.8,0.598121,6.8,412,86480
496058,30,M,9,0,0,AOSBS,37,21590,6570,10020,5000,15001,0.694812,9.5,101,42100
496059,45,M,22,0,0,AOSBS,67,15600,2690,7150,5760,8634.95,0.567497,0.4,167,12800
496090,37,M,15,0,0,AOSBS,65,196139,18418,48750,128971,162420,0.8315,2952.6,120,121469
496111,54,M,32,0,0,AOSBS,67,15840,4350,5890,5600,12773,0.807008,98.9,49,1300
496132,58,M,33,0,0,EWIN,68,32190,11700,10890,9600,35299.5,1.0966,300,89,14160.2
496151,62,M,32,0,0,TEL,81,952230,399530,398140,154560,787061,0.836039,3242.1,53,999050
496153,50,M,13,0,0,TEL,73,37540,7765,10895,18880,27460.5,0.740556,737.6,26,13000
496156,64,M,28,0,0,TEL,83,266150,106130,88660,71360,184997,0.697679,90.9,161,109950
496158,59,M,7,0,0,TEL,83,37830,11090,14790,11950,17600.3,0.469213,3951,0,0
496191,32,M,9,0,0,AOSBS,52,32140,13750,14755,3635,14786.6,0.467224,0.6,119,21900
496235,24,M,2,0,0,AOSBS,17,89232,10,17732,71500,97506.3,1.0934,0.1,25,37013.8
496238,64,M,23,0,0,EWIN,83,45900,12810,18350,14740,28421,0.624858,113.3,87,8700
496276,57,F,8,0,0,TEL,76,19168,6838,5540,6790,27775.1,1.44903,1,64,40110
496290,44,M,14,0,0,TEL,83,57248,14484,20968,21796,39597.9,0.698329,362,43,2000
496316,63,M,28,0,0,OTHERS,80,155327,63091,46659,45577,103941,0.676842,0.5,115,32500
496322,62,M,10,0,0,TEL,74,38250,7920,8380,21950,50030.5,1.30799,118.5,72,26000
496326,50,M,6,0,0,TEL,58,220820,116690,80880,23250,205995,0.932864,600.5,40,125000
496362,29,M,9,0,0,AOSBS,48,233180,151600,51250,30330,158834,0.681167,11173.1,95,382800
496382,69,M,14,0,0,ESC,80,47300,15490,18160,13650,37328.6,0.792995,72.5,0,0
496406,59,M,29,0,0,ESC,82,48445,15785,16674,15986,25474,0.529137,67.3,128,10400
496408,44,M,23,0,0,AOSBS,19,15990,1120,3390,11480,9981.5,0.624234,0.2,0,0
496478,45,M,7,0,0,AOSBS,51,32275,10610,10705,10960,29933.8,0.933658,0,305,44080.6
496528,67,M,25,0,0,TEL,83,39060,12360,14400,12300,30913.5,0.797043,144.9,0,0
496546,50,F,17,0,0,TEL,83,41440,10540,15640,15260,34817.8,0.847509,317.5,79,11000
496750,59,M,19,0,0,EWIN,83,84470,26940,28820,28710,55534.3,0.668057,285.3,139,21720
496557,59,M,36,0,0,OTHERS,65,10298500,4956140,4222280,1120120,8075700,0.78416,2760.8,66,1559900
496596,48,M,23,0,0,EWIN,82,70160,20780,19740,29640,57273,0.821023,958.9,50,24500
496598,36,M,13,0,0,IOSBS,70,75900,26110,19400,30390,77390.3,1.01963,6365.8,41,23000
496607,29,M,8,0,0,AOSBS,62,19070,6670,6210,6190,16339.1,0.861513,547.6,45,5000
496666,47,M,10,0,0,IOSBS,53,106818,51140,24780,30898,45305.5,0.429567,0.4,57,20000
496691,73,M,1,0,0,ESC,27,16250,10,10,16250,9613.6,0.611298,3042.5,0,0
496704,41,M,21,1,0,IOSBS,83,468633,153618,159490,155525,289561,0.624261,1439.7,568,411000
496707,59,M,29,0,0,OTHERS,82,127600,43780,44910,38910,84869.8,0.669904,491.7,162,15800
496709,60,M,10,0,0,TEL,65,35260,11990,13320,9950,26486.1,0.752301,504.5,58,11540.1
496778,47,M,19,0,0,AOSBS,77,68844,25574,19540,23730,54041.2,0.793406,78.8,35,3400
496784,56,M,23,0,0,TEL,83,652430,185420,244220,222790,520207,0.798104,1488.9,156,101540
496811,44,F,8,0,0,TEL,83,51960,22620,16910,12430,58735,1.13116,7.9,217,36314
496831,39,M,13,0,0,AOSBS,59,30320,11780,9690,8850,34056.2,1.14412,6,98,14500
496878,52,F,11,0,0,AOSBS,83,51335,15770,20445,15120,70327.2,1.37873,305.7,87,55300
496883,47,M,24,0,0,EWIN,66,18640,6210,5540,6890,12732,0.68895,0.9,51,9700
496892,58,M,24,0,0,EWIN,79,59230,19270,21580,18380,47411,0.806272,415.5,93,16800
496899,62,M,15,0,0,TEL,72,37268,11450,12958,12860,29095.9,0.783941,1670,34,2500
496916,57,F,6,0,0,TEL,70,112865,26980,39160,46725,63891.8,0.57052,4354.5,0,0
497834,40,M,15,0,0,EWIN,82,37320,12170,12940,12210,37401.8,1.03453,365.4,68,9500
496941,59,M,33,0,0,TEL,52,12835,3015,2930,6890,12157,0.948734,24.3,18,3000
496959,35,F,8,0,0,AOSBS,45,14580,2740,9290,2550,8485,0.583333,28.5,22,6540
496964,71,M,32,0,0,OTHERS,83,30560,10950,10190,9420,19341.2,0.636493,466,0,0
496965,32,M,8,0,0,AOSBS,72,29932,10780,10572,8580,22650,0.762115,7.1,138,25738
496967,51,M,7,0,0,AOSBS,83,183580,59270,80180,44130,109868,0.599837,1640.8,328,130850
497010,41,M,23,0,0,AOSBS,67,202020,6410,49120,146490,192507,0.952911,2361.2,70,82710
497013,64,M,32,0,0,TEL,82,12290,4610,4300,3380,10367.5,0.851709,165.7,0,0
498626,49,M,14,0,0,TEL,81,58070,18940,15920,23210,29917.5,0.516575,393.8,266,21623.3
497019,60,M,32,0,0,AOSBS,21,20155,5035,11880,3240,8900.4,0.441598,12,0,0
497114,75,M,11,0,0,TEL,74,23284,6230,6764,10290,16317.1,0.705079,3.9,46,2500
497146,83,F,3,0,0,EWIN,82,17050,3850,6120,7080,12856.7,0.758751,402.2,61,5040
497162,37,M,6,0,0,AOSBS,80,35410,13990,11750,9670,22840,0.651792,432.1,65,2100
497196,42,M,16,0,0,TEL,80,28740,12860,9330,6550,16349.5,0.576531,174.5,49,2300
497216,49,M,24,0,0,EWIN,81,46492,19247,15400,11845,44233.5,0.954852,25,98,31200
497249,56,M,15,0,0,OTHERS,83,102830,35890,32960,33980,66246,0.64948,165.5,159,18385
497256,39,M,13,0,0,TEL,81,29370,11490,5900,11980,23881.2,0.813797,464.8,24,800
497304,29,M,11,0,0,AOSBS,79,1331340,355284,439143,536909,909075,0.693784,7.5,475,2148950
497378,52,M,27,1,1,MULTI,82,473316,198294,181292,93730,350196,0.746832,466.5,82,228414
497399,61,M,1,0,0,TEL,58,54998,23514,16498,14986,13942.4,0.253508,8717,0,0
497412,52,M,13,0,0,TEL,82,111285,42890,41545,26850,79672.7,0.717012,15.6,39,6000
497426,62,M,16,0,0,IOSBS,76,994916,205626,309660,479630,901230,0.917244,0,164,798549
497442,57,M,24,0,0,EWIN,45,14778,8390,3710,2678,10633.7,0.720915,41.3,124,6800
497488,54,M,33,0,0,TEL,71,200235,57880,88960,53395,153564,0.769825,2200.2,137,57300
497511,57,M,26,0,0,TEL,65,35950,9900,12950,13100,18726.8,0.526755,10.9,53,5000
497549,55,M,15,0,0,TEL,77,51510,14250,18300,18960,43745.5,0.85198,0.6,88,16520
497553,49,M,9,0,0,TEL,75,21432,7832,6750,6850,17927.5,0.842549,314,58,57000
497618,34,M,14,0,0,ESC,69,565605,487895,35020,42690,447455,0.791108,500,90,90299.5
497638,42,M,23,0,0,AOSBS,81,76047,27177,19590,29280,45420.5,0.601083,6,79,9500
497674,53,M,31,0,0,AOSBS,78,23060,8050,7560,7450,11689.3,0.513411,299.7,30,2300
497688,61,M,33,0,0,OTHERS,80,320610,87650,123440,109520,312364,0.974282,4.5,135,231880
498674,48,M,23,0,0,AOSBS,79,22790,7360,7420,8010,28189,1.23954,0.5,75,33513
497693,44,M,16,0,0,TEL,27,42568,15628,18700,8240,32689.2,0.767928,5.4,133,40115
497724,44,M,8,0,0,TEL,62,86580,32100,31620,22860,64708.5,0.759165,1002.5,15,10000
497764,52,M,23,0,0,TEL,61,17250,4660,7800,4790,14001.5,0.818058,3.1,47,6200
497776,44,M,11,0,0,TEL,26,54340,6270,41350,6720,48865.5,0.904776,2.5,14,13845.1
497801,51,M,13,0,0,TEL,82,79919,26844,28495,24580,48845.3,0.61925,3603,29,5500
497818,49,M,29,0,0,EWIN,83,26262,10066,8150,8046,18291.8,0.699558,0,105,4113.8
497848,56,M,17,0,0,AOSBS,67,21289,3392,8276,9621,3473,0.274388,20,61,3000
497883,63,M,23,0,0,ESC,81,78782,28314,29690,20778,38395.6,0.490437,3.3,167,13643.9
497890,59,M,33,0,0,EWIN,81,320760,107140,112395,101225,270825,0.848564,953.7,108,38000
497919,58,M,33,0,0,AOSBS,72,30616,10838,10642,9136,16970.1,0.566013,2680.9,39,12800
497920,46,M,24,0,0,AOSBS,83,60220,16890,21380,21950,56185.2,0.934328,629.4,141,59396
497953,54,M,10,0,0,TEL,10,12580,10,3700,8880,2057.73,0.170726,3.4,14,9000
497986,46,M,18,0,0,EWIN,40,824570,357962,296943,169665,661724,0.802508,15009.5,113,428650
498007,56,M,34,0,0,EWIN,83,130688,50040,41998,38650,77618.8,0.60104,1140.3,61,11000
498074,28,M,6,0,0,IOSBS,25,13840,10,2020,11820,10277,0.751228,142.7,173,22700
498122,46,M,13,0,0,TEL,42,17388,5598,3370,8420,13239.5,0.763141,1267.3,0,0
498185,60,M,33,0,0,TEL,53,47519,23247,13218,11054,27748.7,0.588369,13.1,74,7000
498189,55,M,17,0,0,AOSBS,81,23620,8010,8190,7420,19600.4,0.839983,572.4,23,6000
498210,73,M,21,0,0,TEL,5,15760,10,10,15760,15780.5,1.00638,637.5,0,0
498321,59,F,9,0,0,AOSBS,83,177517,48560,62889,66068,144965,0.822803,461,107,39700
498348,43,M,24,0,0,TEL,80,116840,24190,41440,51210,97254.8,0.832376,979.3,24,9400
498375,73,M,36,0,0,TEL,34,16770,6140,9330,1300,10838.4,0.655244,4,16,1300
498383,56,M,10,0,0,TEL,83,62850,21000,26740,15110,23062,0.374256,20.4,76,12400
498384,36,M,11,0,0,IOSBS,75,17181,5796,8060,3325,9576.06,0.560709,23.5,0,0
498420,50,M,24,0,0,EWIN,83,182875,61360,66030,55485,166649,0.917013,1606.2,95,73500
498432,47,M,22,0,0,TEL,82,95860,26598,29717,39545,88246.9,0.930401,127.7,351,99200
498491,36,M,13,0,0,AOSBS,58,18573,4570,5220,8783,19094.5,1.03777,90,200,28401.7
498534,45,M,11,0,0,TEL,83,936928,343550,327205,266173,716095,0.767935,3726.1,486,527400
498555,63,M,33,0,0,TEL,76,20556,9000,6536,5020,13596.2,0.662882,267.3,32,3900
498573,58,M,5,0,0,TEL,61,50606,17656,17280,15670,27738.9,0.578705,701.5,60,44400
498720,22,M,1,0,0,ESC,56,35533,19708,11055,4770,15502.5,0.436285,201.6,125,16600
498723,46,F,16,0,0,AOSBS,75,23554,6610,7770,9174,10067.5,0.430267,121,0,0
498759,79,M,29,0,0,TEL,82,16080,5320,6590,4170,11391.5,0.708429,512.6,0,0
498763,64,M,25,0,0,ESC,47,33510,10,14280,19230,24462.9,0.742141,32.5,238,15850
498765,33,M,15,0,0,TEL,76,24020,8150,6560,9310,17676.6,0.735912,0.8,357,22355
498778,49,M,15,0,0,EWIN,83,110445,38530,40190,31725,83372.5,0.757956,2070.4,47,15000
498779,68,M,34,0,0,OTHERS,77,16050,4740,5670,5640,13273.6,0.832002,154.1,27,4500
498843,53,M,29,0,0,TEL,59,44522,5340,14948,24234,32164.6,0.738617,1.7,84,20200
498859,52,M,26,0,0,AOSBS,82,18230,5800,5790,6640,14129,0.783269,149.8,39,1100
498894,66,M,34,0,0,TEL,58,25369,9660,10650,5059,19495.4,0.769656,36.3,122,12776
498896,35,M,13,0,0,AOSBS,80,66718,11320,26840,28558,68031.2,1.02328,20.7,55,20500
498897,50,M,19,0,0,AOSBS,78,22430,8300,5700,8430,16851.7,0.753976,104.6,46,4000
498902,62,M,27,0,0,OTHERS,66,121200,29070,28080,64050,70431.1,0.593235,1281.5,150,21000
498934,42,M,11,0,0,IOSBS,49,29210,5710,16380,7120,19925.5,0.683516,4.7,40,2826
498950,54,M,26,0,0,TEL,39,47480,25330,14040,8110,22307,0.478454,1206.9,33,5000
499007,59,M,6,0,0,EWIN,80,245671,87980,100356,57335,175865,0.723025,1503.2,187,50300
499025,42,M,16,0,0,AOSBS,48,80086,36751,12695,30640,56932.9,0.711022,2.9,188,90183
499071,59,M,12,0,0,TEL,49,28030,2780,7890,17360,2539.75,0.0906083,7729,0,0
499079,39,M,5,0,0,AOSBS,83,133420,38282,41312,53826,124124,0.941342,1006,91,68600
499120,59,M,32,0,0,EWIN,78,57185,8910,23235,25040,33230,0.585293,1536.8,48,104000
499150,36,M,18,0,0,AOSBS,79,253008,54713,79277,119018,186402,0.739167,7.6,205,77780
499161,47,M,16,0,0,MULTI,79,149560,31790,57123,60647,99025.8,0.667898,17.8,78,22000
499209,54,F,26,0,0,EWIN,83,14200,5120,4980,4100,6299.81,0.449987,45.1,0,0
499268,53,M,16,0,0,TEL,82,62175,17390,18450,26335,50482.6,0.816109,56,108,53600
499298,55,M,34,0,0,EWIN,72,17706,6779,3988,6939,11126.1,0.637983,178.4,0,0
499318,54,M,9,0,0,OTHERS,33,12183,4336,3415,4432,2281.03,0.193797,8.2,0,0
499346,58,M,32,0,0,EWIN,15,11660,10,7370,4290,8393.25,0.719833,814.7,58,16000
499347,77,M,11,0,0,IOSBS,82,32710,9890,12850,9970,29016.5,0.892282,389,55,7300
499353,53,M,14,0,0,AOSBS,82,216636,59266,71214,86156,126473,0.591563,32,23,3000
499369,45,M,19,0,0,TEL,38,22263,8994,11279,1990,10463.8,0.493685,6.8,152,8900
499427,40,M,21,0,0,TEL,81,42969,20740,9709,12520,23567.3,0.548472,5.4,84,7700
499430,45,M,9,0,0,AOSBS,82,43960,14135,14650,15175,35225.1,0.803346,509.7,64,12200
499499,59,M,16,0,0,ESC,79,129836,39652,45885,44299,114493,0.887028,591.3,193,56460
499503,51,M,15,0,0,IOSBS,65,10830,2820,3880,4130,3512.5,0.329871,118,61,607.9
499584,53,M,31,0,0,TEL,83,85860,29030,29040,27790,65858.7,0.768911,5,111,35860.9
499587,52,M,14,0,0,AOSBS,80,38550,11950,13270,13330,38095,0.990791,197,110,31939
499591,70,M,29,0,0,OTHERS,72,24170,8440,8440,7290,19424,0.810674,324.9,52,5500
499601,39,M,9,0,0,AOSBS,78,52504,14410,16500,21594,34675.5,0.662625,8.7,71,8750
499678,27,M,5,0,0,AOSBS,51,70750,16040,15010,39700,35057,0.497201,26.5,87,4600
499682,56,M,21,0,0,EWIN,79,34930,12560,12740,9630,22710.5,0.655325,1313.3,0,0
499730,46,F,9,0,0,IOSBS,74,132111,35106,64355,32650,136493,1.03468,149.5,76,77300
499833,57,M,24,0,0,TEL,79,32040,10040,12140,9860,32049.5,1.00217,355.3,30,15500
499878,64,M,31,0,0,TEL,58,31490,13500,13110,4880,22202.1,0.706958,4.6,28,1500
499933,41,M,17,0,0,AOSBS,77,39000,15020,11970,12010,33554.9,0.866766,3.1,93,114380
500070,54,M,19,0,0,TEL,59,17900,7790,6350,3760,3503.5,0.203547,112,0,0
500116,48,M,25,0,0,EWIN,83,66715,16740,16345,33630,57667,0.868051,3.1,140,42813
500170,42,M,8,0,0,TEL,27,12237,2698,2378,7161,6121.3,0.513304,19.5,0,0
500225,32,M,13,0,0,AOSBS,80,269881,114411,102742,52728,197163,0.733365,532.8,294,183338
500227,42,M,22,0,0,EWIN,83,72900,24160,25490,23250,69054.8,0.952521,1312.5,51,16677
500246,57,M,33,0,0,TEL,80,16080,5770,5090,5220,10234.5,0.640205,153.7,52,1400
500305,63,M,6,0,0,TEL,38,38190,14980,21420,1790,21071.3,0.555939,0.2,0,0
500320,51,M,24,0,0,EWIN,59,14550,5620,5320,3610,11949.9,0.823361,8.8,33,6874
500347,52,M,30,0,0,OTHERS,82,17441,5028,6150,6263,5097.3,0.29226,6.3,51,13800
500355,56,M,31,0,0,EWIN,83,25740,7230,8400,10110,30599.6,1.19423,1726.2,20,4500
500361,56,M,29,0,0,TEL,66,34170,6050,14440,13680,21216.5,0.62091,24.5,65,5370
500377,63,F,16,0,0,TEL,49,27130,8470,7670,10990,20378.7,0.762208,24.5,15,8000
500384,57,M,4,0,0,OTHERS,82,16060,5390,5430,5240,14762.5,0.922945,664,0,0
500395,41,M,21,0,0,AOSBS,82,193350,61189,54633,77528,165500,0.857832,1674.8,97,28200
500401,66,M,10,0,0,AOSBS,68,10140,2510,3700,3930,9227.03,0.912922,1663,10,600
500404,41,M,21,0,0,AOSBS,26,39750,10,9750,30000,69036.5,1.75664,5.6,55,47500
500422,42,M,24,0,0,MULTI,83,51922,17112,21280,13530,38498.6,0.7459,2.4,141,35200
500455,23,M,2,0,0,AOSBS,28,47700,11030,25370,11300,31193,0.653941,40,151,101667
500456,55,M,32,0,0,AOSBS,82,35261,8596,15190,11475,27685.7,0.789702,263.9,84,23490
500459,66,M,33,0,0,ESC,53,30660,4810,14940,10910,22305.3,0.736311,4.5,40,8200
500467,43,M,14,0,0,EWIN,34,18159,2800,3500,11859,12407.3,0.689868,247.9,20,2600
500486,58,M,29,0,0,OTHERS,79,96220,33860,27480,34880,91835,0.963781,249.5,109,38820
500502,42,M,23,0,0,ESC,32,15353,6890,4235,4228,7446.93,0.485047,40.1,71,11500
500504,58,M,34,0,0,OTHERS,79,85370,18670,33720,32980,66234.2,0.7803,108,97,36000
500532,55,M,8,0,0,EWIN,58,484749,144088,186048,154613,352164,0.727466,12288.2,0,0
500547,32,M,11,0,0,AOSBS,83,127077,43435,41115,42527,86134.8,0.687684,225.1,294,181900
500574,54,M,33,0,0,ESC,80,21517,6324,5465,9728,13533.3,0.637349,271.4,66,6000
500608,75,M,27,0,0,ESC,83,132328,42665,41977,47686,97783.7,0.741912,2055.2,88,50200
501368,42,M,13,0,0,MULTI,82,45670,13680,15100,16890,43167.5,0.950897,249.3,26,7000
500618,32,M,3,0,0,EWIN,40,951036,3000,240751,707285,680652,0.722238,9,53,21000
500675,57,M,10,0,0,TEL,22,11580,5870,1100,4610,7165.9,0.618817,768,0,0
500681,32,M,8,0,0,AOSBS,76,14960,7020,4420,3520,8227.28,0.549952,3.4,35,5269
500754,55,M,24,0,0,AOSBS,81,28790,7530,11370,9890,16209.5,0.571362,554.8,46,2000
500757,26,M,8,0,0,IOSBS,38,86300,13310,33470,39520,69745,0.811645,5.3,148,58950
500762,47,M,10,0,0,TEL,71,13432,5870,4580,2982,9486.45,0.710724,169.8,32,2000
500772,49,M,12,0,0,AOSBS,82,22395,8880,8245,5270,16704.2,0.751853,365,39,4400
500856,49,M,1,0,0,TEL,17,25940,1077,3885,20978,14850.5,0.57712,1,0,0
